fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
95.7494505494505,7.45356766176818,96.291690682641,92.7155779489967,360.927152317881,38.0127996744196,11.8836213946839,-0.709204624747412,2.98701924796075,19.8461482567184,1.16729488930411,38.1686607796246,2.8626629096514,45613.3560998984,1e-09,0.799697701958915,2.04337503565262e-09,5,2,45,1
95.7494505494505,10.3709506250756,102.38063791214,98.0215920019318,451.158940397351,37.9379588663967,12.6806922474167,-0.808153527219284,3.35309340330957,20.5884703139086,1.17004070375379,38.1045778975569,2.92998245975526,45523.3415988852,1e-09,0.781315110358474,1.88920083303474e-06,5,2,45,10
95.7494505494505,14.3959761415798,109.119140706388,101.899928468456,450.331125827815,37.9183045255751,12.896869089492,-0.835536594877262,3.43730895020766,20.4348090483628,1.17091855483837,38.0878451574979,2.94536178007173,45499.6892955922,1e-09,0.777676662718659,2.41670750404644e-06,5,2,45,11
95.7494505494505,13.6688871179411,108.611935617511,101.502243067403,423.013245033113,37.8868647884751,13.0414450382299,-0.83988500896438,3.46970865296632,20.1924161206106,1.17236867158303,38.0584433433184,2.95984456634512,45461.8614373859,1e-09,0.773323484617375,3.1870341915737e-06,5,2,45,12
95.8100122100122,12.2029156234396,107.392130192674,99.7699217775092,230.960264900662,37.9019739966734,12.8425027886107,-0.810845942489375,3.36073612813304,19.9353018198621,1.17265628116378,38.0708739387269,2.94510017090581,45479.9227044155,1e-09,0.769509181559788,4.05610759800025e-06,5,2,45,13
47.9057387057387,15.9832019100433,112.929195237422,112.921846130172,72.0198675496689,37.8469671445338,13.5674076523326,-0.91303377993362,3.77840802511814,22.4525631216628,1.17457257689601,38.0256365223868,2.99955253412833,45413.7823845176,1e-09,0.765385104471431,4.89052531386697e-06,5,2,45,14
47.9057387057387,15.33389672209,110.246088480275,108.595823258685,424.668874172185,37.8570765195111,13.5034823389457,-0.904959348851676,3.7347812621697,22.0691855924016,1.17486751834328,38.034858766804,2.99488038967012,45425.8296255244,1e-09,0.761331167150767,5.87194141202697e-06,5,2,45,15
47.9057387057387,19.8901369311051,117.978794686439,113.225408272129,397.350993377483,37.8361825622552,13.9125264872176,-0.975279788779636,4.00278141699266,21.8449320335176,1.17594778182572,38.0194378345193,3.01702768557728,45400.6194291056,1e-09,0.757179609378857,7.05146451504709e-06,5,2,45,16
47.845177045177,15.8894882655754,114.716046161376,108.778721957359,468.543046357616,37.8097114602747,13.8393199158613,-0.95442527347831,3.93256888893149,21.529898879503,1.17719103388361,37.9921317835829,3.01436891103786,45368.7146351764,1e-09,0.75236790884737,8.27112378448866e-06,5,2,45,17
47.845177045177,20.4358146592927,120.118910710883,110.186972622947,329.470198675497,37.7929808148759,14.0332462752814,-0.988748139817446,4.0720710690921,22.6660542452678,1.17798405481561,37.9780326045749,3.02621431148042,45348.432075691,1e-09,0.746334003483077,1.02371033257231e-05,5,2,45,18
47.845177045177,21.8810339528875,125.487510747117,118.657871753609,296.35761589404,37.7363316637616,14.3294443032482,-0.989586631816177,4.05595883545039,21.8993737853865,1.17947764211762,37.9255618347283,3.05531818499886,45280.2242486674,1e-09,0.740939919732056,1.20897186008746e-05,5,2,45,19
95.7494505494505,7.51042167973496,96.4232460544739,92.9921351335022,360.927152317881,38.0029722933949,11.9699937388527,-0.718666030500682,3.01514385055673,19.8581359411812,1.1675105002183,38.1600043262863,2.86926564813735,45601.5580931001,1e-09,0.798983060775455,1.8790518687837e-08,5,2,45,2
47.845177045177,23.6208039994706,130.778733833333,118.831417621848,354.304635761589,37.7261670716336,14.7292828859747,-1.05476202989177,4.32803489745984,22.7111823028348,1.17870754754046,37.9207159824354,3.07440333608448,45267.7898510444,1e-09,0.735677351528131,1.4482096131687e-05,5,2,45,20
47.845177045177,27.4969713485915,136.825894450637,125.673105956851,182.119205298013,37.6874408231933,15.0816908793587,-1.10198347152553,4.57393826791686,23.7415640327206,1.1784954178288,37.8868358281607,3.09549676242296,45221.1142319965,1e-09,0.730143710088414,1.64026459434611e-05,5,2,45,21
47.845177045177,29.5775730713168,142.838812720127,127.011817905923,451.158940397351,37.6343060429098,15.615657380658,-1.14457858292952,4.72977351789848,24.1524202962169,1.17772116613198,37.8410312557601,3.1264610908755,45157.1026408012,1e-09,0.723418308962467,1.87887838652495e-05,5,2,45,22
47.845177045177,31.216226065513,145.648833021094,129.212649791576,360.099337748344,37.6311082274274,15.6646451903357,-1.16923328710929,4.82668170716296,23.0792911176426,1.17429385717577,37.8384977055493,3.11226134894785,45153.0479502125,1e-09,0.717811052814789,2.14122443217888e-05,5,2,45,23
47.845177045177,34.5953056027881,147.844940891079,136.011174206395,480.132450331126,37.5968274516021,16.0695026904102,-1.21358038167691,5.00755866888826,24.1449787001353,1.17406794913101,37.8097547864806,3.13318098050794,45111.6815043666,1e-09,0.712396430676185,2.39454459889471e-05,5,2,45,24
47.845177045177,35.5114587610577,153.504864884844,137.504890332134,372.516556291391,37.5300221961965,16.7065818321924,-1.27000402203868,5.26613308009521,26.0806271435367,1.17745989538306,37.7517580692582,3.18685553680263,45031.1770177254,1e-09,0.704561029467965,2.77561517758148e-05,5,2,45,25
95.7494505494505,7.51666625537692,96.4570436273643,93.0870666250937,360.927152317881,37.993758633657,12.0697419087708,-0.727868179154805,3.03772958430302,19.8667826320977,1.1677029120075,38.152134766981,2.87909701298653,45590.4928215577,1e-09,0.797990109031904,6.04895161325704e-08,5,2,45,3
95.7494505494505,7.53587369065361,96.5295798759084,93.2163832896438,360.927152317881,37.9968437953429,12.065304449942,-0.732044432665004,3.04803689125749,19.8815195189076,1.16753640660304,38.1551490209246,2.87686689910565,45594.1979471561,1e-09,0.796201085316619,1.43234991063121e-07,5,2,45,4
95.7494505494505,7.57411056971877,96.6460353672617,93.0473075472647,360.927152317881,37.9956092756431,12.0521147133687,-0.729760174058982,3.0451392201269,19.8731647536459,1.16758217786608,38.1537469178891,2.87478876551036,45592.7086024198,1e-09,0.794607919277935,2.56115952659612e-07,5,2,45,5
95.8100122100122,9.48238193010307,102.153079993562,99.2212743541246,324.503311258278,37.9743596198151,12.3001484545669,-0.761716704166435,3.16560742835117,19.8392222904728,1.1682066218122,38.1358347935449,2.89777502895026,45567.1751467573,1e-09,0.792605326385753,4.50886359612773e-07,5,2,45,6
95.8100122100122,9.43524630749006,101.801143086994,98.4886121687297,324.503311258278,37.97410094483,12.3175720339727,-0.767796504959252,3.20546525114111,20.6917711831536,1.16836428622559,38.1358054655398,2.89913714278427,45566.8421300123,1e-09,0.790168476329133,7.31383246726763e-07,5,2,45,7
95.7494505494505,10.7569602348538,103.624940960869,100.285914657633,418.046357615894,37.9638364328559,12.3676281753701,-0.76977075282711,3.210838870842,20.6377380471946,1.16880971524342,38.1262404008142,2.90407613183762,45554.4900726493,1e-09,0.787738612774787,1.01987438051019e-06,5,2,45,8
95.7494505494505,10.5332214942124,103.112721128968,99.760752188686,492.549668874172,37.9339068504954,12.6361314876879,-0.790555430743211,3.28015220289125,20.5623126749748,1.16985230072255,38.0999593055945,2.92899119740187,45518.517891021,1e-09,0.785118391956803,1.3674854306044e-06,5,2,45,9
47.845177045177,43.7781331224773,167.875217455536,146.45199212891,359.271523178808,37.4921087282399,17.3036666278755,-1.35887658255571,5.65960883727429,25.7202265102909,1.17850846024613,37.7219760325765,3.21741065429754,44985.4640543454,1e-09,0.6974975515593,3.06274575027326e-05,5,2,45,26
47.7240537240537,92.6373356397894,250.942721351188,170.925499799538,360.927152317881,37.0006717483278,25.2909669724979,-1.85838150665375,7.53775705018067,31.2037616255481,1.19948249694431,37.3405894241472,3.67583105276737,44401.7757659002,1e-09,0.626264471758272,7.26347005913055e-05,5,2,45,35
