fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
95.7494505494505,7.43770724538094,96.2463598120345,92.6166545471119,360.927152317881,38.0157341342927,11.8754505575304,-0.709692100190903,2.98846927172348,19.8385085079538,1.16723980196733,38.1714763188161,2.8613633527329,45616.8819935832,1e-09,0.8,0,0,1,43,1
95.8100122100122,8.75484446552444,76.527787344612,81.5845131984311,313.741721854305,38.0201429922679,11.2431633443902,-0.662056149722954,2.88668301808845,19.5544435485049,1.17408444740722,38.1675919465108,2.78596572075522,45623.691875155,1e-09,0.8,0,0,1,43,10
95.8100122100122,7.01521211503646,99.453996431169,89.5076166250206,308.774834437086,38.0492570925682,11.69493377,-0.678757512448544,2.86803016105828,19.9892311806954,1.18553460071955,38.2025020306646,2.84132278284424,45658.3157385564,1e-09,0.8,0,0,1,43,11
95.7494505494505,7.70259107617935,91.6763153843237,77.4167243938479,288.907284768212,37.9817329595428,11.2733606693978,-0.683438277014081,2.9299594813332,17.9684648064987,1.15876476818968,38.1297261022735,2.77861175774873,45576.0247114898,1e-09,0.8,0,0,1,43,12
95.8100122100122,7.22079232721479,93.9667043518625,85.5737600148524,409.76821192053,37.9947949515985,11.5258187166703,-0.667717706014928,2.83933548277183,18.5693787676113,1.15615939638819,38.1460439007656,2.83473156499047,45595.0187536007,1e-09,0.8,0,0,1,43,13
95.7494505494505,5.97821134569693,96.9207500252244,81.5718518445637,459.437086092715,38.0238013716763,11.4304618709981,-0.645175226955709,2.75909069257119,18.0708071090948,1.14552127321051,38.1736874714771,2.82763075291742,45627.7054060149,1e-09,0.8,0,0,1,43,14
95.8100122100122,6.8220672881449,90.2613876088885,90.257619420033,10.7615894039735,37.9745030181688,11.9571750708465,-0.702850137090812,2.92781851598387,18.8318556709665,1.16319319087989,38.1314843473458,2.89159587186928,45569.5716666954,1e-09,0.8,0,0,1,43,15
95.8100122100122,8.60395127511866,96.3353090932732,84.7294208343759,195.364238410596,38.0171557159076,11.4754235584744,-0.665513772328325,2.78843798747337,18.4281272459107,1.17013720682493,38.1676564304842,2.82009753086658,45621.5269877967,1e-09,0.8,0,0,1,43,16
95.8100122100122,7.4284232992767,88.5227608165549,93.7521243551392,246.688741721854,38.0374605712733,11.6739644274782,-0.709108541397857,2.93609307965333,18.9294125031117,1.16874199436536,38.1904785376555,2.8408415112742,45644.6622045157,1e-09,0.8,0,0,1,43,17
95.8100122100122,5.94267623811869,95.3438172713994,96.504877279946,290.562913907285,38.0019815878557,11.8346755848804,-0.714793534341076,3.0107210663704,18.4522325276767,1.15986758667432,38.1572460506603,2.85673082310317,45601.3925634789,1e-09,0.8,0,0,1,43,18
