fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,total_lifecycle_days,current_day
95.7494505494505,4.27259461316638,95.7667681964993,88.3962590063673,492.549668874172,37.9459159353904,11.9871384448862,-0.693337130657083,2.97552203450574,19.3881601256735,1.16267210565885,38.1034079008169,2.86609334138512,45535.2892147483,1e-09,0.8,2.13848538028063e-07,3,34,1
95.5677655677656,7.68259753202962,92.9708841659363,78.1980005955855,466.059602649007,37.9545311583105,11.2327124607153,-0.692468027652468,2.8822170728466,18.626117485497,1.14197292881655,38.1020969909553,2.7846284835693,45541.1852940751,1e-09,0.8,3.50714685157216e-05,3,34,10
95.5677655677656,6.0195122038736,92.9461818698808,95.4510093192621,11.5894039735099,37.9119428721827,11.3815088178942,-0.663931820082386,2.79665768201065,18.0013101248645,1.15443154667593,38.0616269288125,2.80776750321888,45492.0502658925,1e-09,0.8,4.17016379075129e-05,3,34,11
95.5072039072039,6.39022374476044,92.4652667893713,76.8657312701079,419.701986754967,37.918274398802,11.8351152185522,-0.62305379195781,2.7214142667771,18.3629067967795,1.17010845053316,38.0738859878705,2.87011772919748,45499.2869705136,1e-09,0.8,4.80201997787667e-05,3,34,12
95.4466422466422,9.45353997549992,97.6482142784839,73.63957960262,466.887417218543,37.9328568761868,11.1550857080941,-0.648027710072671,2.63518990627043,17.8377505202795,1.15799295441812,38.079488288746,2.80851551518358,45526.5291820033,1e-09,0.8,5.49704837341311e-05,3,34,13
95.3255189255189,10.2378736225014,88.4068695666286,75.3428551566684,243.377483443709,37.8897741221449,11.1008234270638,-0.700019998388293,2.88014087133817,19.0604441110888,1.19370018035979,38.0358589159036,2.76952465022577,45471.8883521602,1e-09,0.8,7.15326788693649e-05,3,34,14
95.2043956043956,6.4911856689372,84.3292203611254,76.7638851227282,71.1920529801324,37.8327042886554,11.3253170362199,-0.711215614429461,3.02087309218825,18.7084761606612,1.16871504998483,37.9819615202154,2.79479173978536,45399.1914767927,1e-09,0.8,8.58841461305765e-05,3,34,15
95.1438339438339,6.34079062693796,107.889251964957,80.6021496453433,11.5894039735099,37.8612007598616,11.0914172158093,-0.689908055541521,2.80737425224421,17.7350741479691,1.15528938351963,38.0072717390058,2.77510133180695,45430.6794437908,1e-09,0.8,0.000101123259442882,3,34,16
95.0227106227106,9.00027692191689,92.8393706440206,69.6728577800388,421.35761589404,37.7000070844963,11.2400166718073,-0.72178513683476,2.93699710831753,18.9797507453759,1.15363816300704,37.848661693135,2.80425766251014,45236.7685468007,1e-09,0.8,0.000111290508792122,3,34,17
94.9015873015873,6.44014270732023,87.9146384207713,77.3703137077033,245.860927152318,37.7895143013818,10.9113375501693,-0.656925617454088,2.71789438308993,17.6506379195212,1.15444729889236,37.9334897349853,2.76397023322744,45342.8777840929,1e-09,0.8,0.000134343034439233,3,34,18
