fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
95.74945055,7.383595611,95.91277097,91.51397678,360.9271523,38.0005487,11.99425547,-0.716664477,2.998386205,19.73164184,1.167988362,38.15790836,2.87174148,45598.61485,1.00E-09,0.8,2.14E-07,3,4,34,1
95.56776557,8.719634475,86.53508173,80.0522487,11.58940397,37.94299997,11.54462889,-0.679222083,2.815223916,17.99428397,1.154577515,38.09470125,2.827421271,45527.98664,1.00E-09,0.8,3.51E-05,3,4,34,10
95.50720391,4.574323963,91.49014609,90.74646055,11.58940397,37.96502329,11.04202196,-0.634393809,2.661157173,18.06818453,1.163961333,38.11004883,2.769962167,45553.92354,1.00E-09,0.8,4.17E-05,3,4,34,11
95.50720391,8.332386671,87.71730797,85.29018567,281.4569536,37.86544765,11.16291494,-0.71094089,2.92304699,19.41557057,1.189742385,38.01244198,2.784097622,45433.22736,1.00E-09,0.8,4.80E-05,3,4,34,12
95.38608059,7.744939145,91.92081141,75.81766886,422.1854305,37.88600219,11.47683504,-0.605583727,2.566507253,18.33878647,1.149982855,38.03704038,2.851682952,45469.61016,1.00E-09,0.8,5.50E-05,3,4,34,13
95.26495726,7.053414728,87.16997875,69.715363,483.4437086,37.9190736,10.78387191,-0.743627617,3.078459761,18.59770507,1.150018344,38.0608859,2.712907013,45503.63464,1.00E-09,0.8,7.15E-05,3,4,34,14
95.26495726,10.67802843,94.601866,73.46856435,11.58940397,37.75389215,11.49652546,-0.6746705,2.829045738,17.22620832,1.157284046,37.90571626,2.827560291,45304.01119,1.00E-09,0.8,8.59E-05,3,4,34,15
95.14383394,8.469451127,88.65107043,77.37758806,11.58940397,37.81868522,10.8388318,-0.707678397,2.880081603,18.19509717,1.154632198,37.96159584,2.735925964,45380.899,1.00E-09,0.8,0.000101123,3,4,34,16
95.08327228,6.64360195,96.92918291,76.74309097,466.8874172,37.75240777,11.17195832,-0.700146259,2.851535867,18.53683284,1.1579993,37.89995974,2.771901821,45299.41052,1.00E-09,0.8,0.000111291,3,4,34,17
94.9015873,7.101519463,91.33601089,75.50072231,11.58940397,37.71838872,11.0075954,-0.620216921,2.615428956,17.88758889,1.168987777,37.86390468,2.769090947,45257.83728,1.00E-09,0.8,0.000134343,3,4,34,18
94.78046398,7.654126671,91.08627777,81.1991279,11.58940397,37.62467587,11.390177,-0.656758439,2.749813499,17.91006103,1.155400951,37.77561287,2.811640399,45147.62286,1.00E-09,0.8,0.000154916,3,4,34,19
95.74945055,7.917232512,95.38666282,83.314435,233.4437086,38.00912959,11.69517617,-0.666253827,2.987993192,19.38266778,1.171631859,38.16253884,2.843380148,45611.9217,1.00E-09,0.8,1.10E-06,3,4,34,2
94.65934066,4.890352873,85.64944653,68.72206983,11.58940397,37.63122151,10.84048496,-0.626879529,2.651251204,17.35738726,1.167195471,37.77486322,2.764031105,45158.17079,1.00E-09,0.8,0.00017164,3,4,34,20
94.53821734,4.84855736,95.22299614,77.30635423,11.58940397,37.59071639,10.63329825,-0.625135244,2.704563159,18.5256683,1.157162386,37.73176915,2.726382693,45113.2104,1.00E-09,0.8,0.000192914,3,4,34,21
94.41709402,6.007802662,96.83090855,68.15910793,352.6490066,37.54999533,10.82497399,-0.625104209,2.730042469,17.4219791,1.169012031,37.69374099,2.742861715,45063.39209,1.00E-09,0.8,0.000213077,3,4,34,22
94.35653236,5.770132501,92.04820239,82.43431,241.7218543,37.49655514,10.9188063,-0.59820311,2.55065208,16.668017,1.15612208,37.64175026,2.78524741,44997.33268,1.00E-09,0.8,0.000226751,3,4,34,23
94.23540904,3.426992386,86.56243349,87.45034139,210.2649007,37.42049176,10.7815093,-0.627703894,2.596694956,16.98165338,1.156526382,37.56415493,2.740185859,44902.24845,1.00E-09,0.8,0.000245356,3,4,34,24
94.11428571,6.713305357,84.22240442,63.20105973,353.4768212,37.3584653,10.54840925,-0.612457527,2.731227821,17.89069404,1.158495196,37.49926074,2.723543672,44827.43136,1.00E-09,0.8,0.000261916,3,4,34,25
95.81001221,9.230415727,89.95141982,83.51850123,458.6092715,38.00503932,11.62726623,-0.688688892,2.913260688,19.55792292,1.16318331,38.1575759,2.837843105,45605.17542,1.00E-09,0.8,2.89E-06,3,4,34,3
95.81001221,10.48854187,98.69703958,82.73623002,57.1192053,37.96583177,11.50677612,-0.702672181,2.981433561,18.72657705,1.153260867,38.11694606,2.802723147,45557.30519,1.00E-09,0.8,4.08E-06,3,4,34,4
95.81001221,12.21480031,99.29979543,90.68515767,232.615894,38.00211566,11.88749734,-0.733905661,2.947754915,19.76795571,1.185761576,38.15807115,2.879599771,45603.73965,1.00E-09,0.8,6.63E-06,3,4,34,5
