fPeak,pLow,pMid,pHigh,pKurtosis,qMean,qVar,qSkewness,qKurtosis,qPeak2Peak,qCrest,qRMS,qMAD,qCSRange,LeakFault,BlockingFault,BearingFault,FaultClass,machine_id,total_lifecycle_days,current_day
95.74945055,7.444523756,96.10601107,92.05247339,360.9271523,38.01184933,11.91129708,-0.714327803,2.999247914,19.77820149,1.167532507,38.16807657,2.863352308,45612.19987,1.17E-09,0.799985731,1.17E-07,7,4,40,1
95.74945055,7.46026516,98.82111021,83.19933206,409.7682119,37.89185129,11.99733295,-0.68090206,2.920837841,18.91237155,1.171109093,38.04970089,2.877047749,45466.66798,9.82E-08,0.79484443,1.37E-05,7,4,40,10
95.68888889,9.943628224,102.8558311,86.1920479,277.3178808,37.88617443,11.92975069,-0.696324787,2.984440749,18.65641614,1.164012577,38.0431601,2.850463443,45459.55381,1.27E-07,0.793318071,1.74E-05,7,4,40,11
95.68888889,8.368917939,102.1437613,86.47687884,361.7549669,37.8268925,11.93009807,-0.665932234,2.893646319,18.488284,1.16050122,37.98412775,2.855328728,45388.13681,1.59E-07,0.791352561,2.09E-05,7,4,40,12
95.68888889,10.95191595,103.2299119,83.06293337,341.8874172,37.76959742,12.05725069,-0.697530687,3.021605693,19.13395273,1.159928554,37.92874504,2.873803632,45319.15659,1.94E-07,0.789083828,2.40E-05,7,4,40,13
95.62832723,11.26471611,106.6013641,89.81789808,232.615894,37.74653552,11.8434538,-0.676746752,2.965771889,18.20798892,1.161490493,37.9029621,2.860072743,45291.26518,2.28E-07,0.787107737,2.80E-05,7,4,40,14
95.62832723,12.21370243,106.6562619,89.86492312,409.7682119,37.70569101,11.89873436,-0.713546152,3.082926439,19.45612502,1.160457613,37.86301575,2.852113175,45242.11072,2.79E-07,0.784247204,3.17E-05,7,4,40,15
95.56776557,12.64234837,108.3310051,88.53287468,229.3046358,37.64917908,11.9779931,-0.723965368,3.059282436,19.36808474,1.170031618,37.8077863,2.851531254,45174.13254,3.27E-07,0.781375707,3.64E-05,7,4,40,16
95.56776557,13.14871106,106.1770431,88.75241715,245.8609272,37.6050692,11.99470965,-0.741860468,3.096982757,19.62127768,1.177375696,37.76408283,2.854858586,45121.13165,3.86E-07,0.778072169,4.11E-05,7,4,40,17
95.50720391,15.5206228,108.4238945,92.68426669,247.5165563,37.49690376,12.41915669,-0.764949633,3.14627027,19.88452967,1.163980233,37.66200483,2.910159873,44991.30719,4.46E-07,0.775286092,4.77E-05,7,4,40,18
95.44664225,16.75200929,112.444225,95.00046843,437.0860927,37.50039341,11.97832975,-0.715818279,2.957263372,19.55855161,1.161788453,37.65963173,2.875180248,45005.00429,5.04E-07,0.772101318,5.32E-05,7,4,40,19
95.74945055,7.07802606,95.20687637,90.8119994,360.9271523,38.00107467,11.97270674,-0.703374109,2.948263286,19.58635787,1.168439633,38.15815003,2.874500922,45599.20963,2.29E-09,0.799908321,5.14E-07,7,4,40,2
95.44664225,21.25415327,115.8767229,96.24709622,370.0331126,37.35490016,12.51331666,-0.700432471,2.886841512,18.47067267,1.159134652,37.5218798,2.937981509,44829.02944,5.69E-07,0.768002752,5.90E-05,7,4,40,20
95.32551893,18.93838768,108.9047773,80.87145295,166.3907285,37.30934881,12.34989139,-0.729817957,3.125209706,20.35478439,1.159677595,37.47435279,2.899749931,44773.3571,6.62E-07,0.762790987,6.44E-05,7,4,40,21
95.26495726,22.98982843,114.07672,88.39331839,449.5033113,37.20259818,12.35308206,-0.631741632,2.780980916,18.50974676,1.166004032,37.36811619,2.921302379,44643.99782,7.56E-07,0.758417725,7.11E-05,7,4,40,22
47.66349206,27.85240582,119.7321612,97.20167196,278.1456954,37.03516765,12.91392851,-0.660786033,2.968253666,19.18499531,1.176445652,37.20896154,2.960573997,44441.85671,8.51E-07,0.752314254,7.81E-05,7,4,40,23
47.66349206,31.89007914,121.3975153,97.904839,187.9139073,36.94451957,12.89613317,-0.670766598,3.089196016,19.94730275,1.180249456,37.11849837,2.952402171,44331.94221,9.69E-07,0.747193675,8.63E-05,7,4,40,24
47.6029304,36.58257245,121.8841212,93.72487737,360.0993377,36.82667886,12.95351929,-0.677356722,3.086626883,19.49435496,1.175973689,37.00198656,2.952584603,44189.53472,1.08E-06,0.741151107,9.49E-05,7,4,40,25
95.74945055,8.584353688,99.06692543,92.85364537,166.3907285,38.00147504,12.03300586,-0.724805286,3.048324722,20.34610892,1.169453401,38.1593382,2.876577806,45599.59135,4.96E-09,0.799736481,1.26E-06,7,4,40,3
95.81001221,8.649996273,99.0564263,94.240461,418.8741722,37.98095358,12.19693988,-0.736775546,3.089772236,20.05187659,1.171031496,38.141049,2.893006913,45574.84363,9.52E-09,0.799511352,2.11E-06,7,4,40,4
95.74945055,6.989659569,96.14731328,89.03646786,422.1854305,37.98610829,12.10707766,-0.716486704,3.002548889,19.61424712,1.17208836,38.14500517,2.887997577,45580.88578,1.72E-08,0.799197834,3.37E-06,7,4,40,5
95.74945055,7.689257227,98.50507176,86.32813812,437.0860927,37.98653032,11.98536916,-0.724673352,3.057710398,21.02439138,1.173137855,38.14383142,2.870341786,45581.19505,2.52E-08,0.798561767,5.06E-06,7,4,40,6
95.74945055,10.17040954,100.6122532,90.47856792,200.3311258,37.96984045,12.0020569,-0.727598672,3.072362347,20.15983481,1.173984892,38.12742906,2.873938947,45560.98461,3.73E-08,0.797870977,6.61E-06,7,4,40,7
95.74945055,7.240458504,96.16973616,87.89403311,449.5033113,37.96413588,11.91145931,-0.704069627,2.976249777,19.15185592,1.173911548,38.12056078,2.872061651,45553.95523,5.38E-08,0.797151778,8.42E-06,7,4,40,8
95.74945055,7.1532202,97.51546342,83.70375839,360.0993377,37.92334625,11.92902126,-0.685062239,2.925401409,19.69964259,1.173194452,38.08016911,2.873770699,45504.69239,7.28E-08,0.796248242,1.12E-05,7,4,40,9
